v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24
19,2,-0.5,-1.5,-1.5,2,0.5,1,1.5,2,0,1.5,200139,2,0.5,2651062,3048721,2332935,82962785,53,0
20,2,-0.5,-1.5,-1.5,2,0.5,1,1.5,2,0,1.5,338685,2,0.5,2832033,3256838,2435548,82961079,51,0
21,2,-0.5,-1.5,-2,0.5,-0.5,1,-2,2,0,-2,0,0.5,1,298074,357689,226536,2115753402,0,0
22,2,2,-0.5,-2,0.5,-0.5,1,-2,2,672000,-2,445000,1,1,650225,708745,578700,82959217,8,90
23,2,-0.5,-1.5,-2,0.5,-0.5,1,1,2,1220000,1,1327353,2,1,1577732,1924833,1372627,82956861,60,2849
24,2,-0.5,-1.5,-2,0.5,-0.5,1,0,2,170000,0,230025,1.5,1,504375,549769,458981,19710465,116,7346
25,2,-0.5,-1.5,-2,0.5,-0.5,1,0.5,2,727000,0.5,469200,1.5,1,787776,874431,685365,19710995,91,3572
26,2,0.5,-0.5,-2,0.5,-0.5,1,-2,2,360000,-2,249000,0.5,1,399421,439363,359479,19714008,18,440
27,2,0.5,-0.5,-2,0.5,-0.5,1,2,2,0,2,0,2,1,638988,754006,523970,2142963480,6,0
28,2,-0.5,-1.5,-2,0.5,-0.5,1,-1.5,2,195000,-1.5,72000,2,1,339630,366800,298874,19721273,31,209
29,2,0.5,-0.5,-2,0.5,-0.5,1,-1.5,2,160000,-1.5,142000,2,1,222107,244318,186570,19721253,31,1164
30,2,0.5,-0.5,-2,0.5,-0.5,1,-1.5,2,145000,-1.5,142000,0.5,1,267315,286027,248603,19721291,31,1017
31,2,-0.5,-1.5,-2,0.5,-0.5,1,-1.5,2,155000,-1.5,72000,1,1,331403,357915,298263,19721297,31,538
32,2,0.5,-0.5,-2,0.5,-0.5,1,0.5,2,563000,0.5,351000,-0.5,1,564461,598329,536238,19839389,44,192
33,2,0.5,-0.5,-2,0.5,-0.5,1,-2,2,175000,-2,178245,2,1,384392,426675,345953,19802838,26,1288
34,2,-0.5,-1.5,-2,0.5,-0.5,1,2,2,0,2,12403418,2,1,740174,836397,606943,82948386,11,0
35,2,0,-1.5,-2,0.5,-0.5,1,-2,2,300000,-2,169000,0.5,1,319109,335064,303154,19717409,22,3584
36,2,0.5,-0.5,-2,0.5,-0.5,1,-2,2,185000,-2,185000,0.5,1,315561,337650,290316,19717245,29,878
37,2,-0.5,-0.5,-2,0.5,-0.5,1,0.5,2,615000,0.5,701804,-0.5,1,840572,916223,773326,19685793,69,3695
38,2,2,-0.5,-2,0.5,-0.5,1,0.5,2,1670000,0.5,1393000,-0.5,1,1341312,1475443,1166941,19687164,6,1480
39,2,-0.5,-1.5,-2,0.5,-0.5,1,2,2,0,2,2144408,0.5,1,336280,447252,218582,82960206,51,0
40,2,1,-0.5,-2,0.5,-0.5,1,-2,2,484500,-2,528000,1,1,552217,601917,502517,59683028,12,4083
41,2,-0.5,-1.5,-2,0.5,0,0.5,1,2,0,1,3662341,2,0.5,3649376,4050807,2883007,82846625,55,0
42,2,0,-1.5,-2,0.5,0,0.5,2,2,0,2,7100511,0.5,0.5,7075376,8065929,5377286,82845807,48,0
43,2,0.5,-0.5,-2,0.5,0,0.5,2,2,0,2,5912045,2,0.5,5912044,6562369,4729635,82850691,48,0
44,2,-0.5,-1.5,-2,0.5,0,0.5,2,2,9650000,2,10057404,2,0.5,2641692,3275698,1902018,87796772,37,1863
45,2,-0.5,-1.5,-2,0.5,0,0.5,2,2,7365000,2,7420000,2,0.5,7371253,11056880,5012452,82845424,50,2388
46,2,2,-0.5,-2,0.5,-0.5,1,1,2,464000,1,463900,-0.5,1,1049151,1196032,860304,19784404,54,1001
47,2,1,-0.5,-2,0.5,-0.5,1,0.5,2,470000,0.5,489454,-0.5,1,631660,669560,593760,19789560,30,5228
48,2,-0.5,-0.5,-2,0.5,-0.5,1,2,2,240000,2,248876,-0.5,1,352909,388200,314089,19783091,60,1898
49,2,-0.5,-0.5,-2,0.5,-0.5,1,-2,2,0,-2,0,0.5,1,259833,319595,218260,2111210362,0,0
50,2,-0.5,-1.5,-2,0.5,-0.5,1,-2,2,202000,-2,180000,2,1,489208,543021,435395,79843973,26,595
51,2,-0.5,-1.5,-2,0.5,-0.5,1,1,2,3000000,1,2189547,0.5,1,3687532,5088794,2101893,82963392,58,636
52,2,-0.5,-1.5,-2,0.5,-0.5,1,-2,2,0,-2,0,2,1,619539,693884,545194,2110790371,0,0
53,2,0.5,-0.5,-2,0.5,-0.5,1,0.5,2,152000,0.5,420941,-0.5,1,965187,1032750,907276,19648426,55,10992
54,2,0.5,-0.5,-2,0.5,-0.5,1,1,2,367000,1,548298,-0.5,1,1057073,1152210,961936,19649464,53,9051
55,2,-0.5,-1.5,-2,0.5,-0.5,1,2,2,0,2,14134076,2,1,1272024,1411947,1119381,82962525,45,0
56,2,1,-0.5,-2,0,0,1,0.5,2,229000,0.5,362656,-0.5,0.5,962568,1087702,895188,19662111,39,10342
57,2,-0.5,-1.5,-2,0.5,-0.5,1,1.5,2,0,1.5,1417940,2,1,2937275,3289748,2467311,82951570,53,0
58,2,-0.5,-1.5,-2,0.5,-0.5,1,1,2,1690000,1,1690000,2,1,2193605,2500710,1842628,82961734,52,853
59,2,-0.5,-1.5,-2,0.5,-0.5,1,-1.5,2,303000,-1.5,150000,0.5,1,284999,307799,265049,69303852,26,2900
60,2,1,-0.5,-2,0.5,-0.5,1,-1.5,2,406000,-1.5,408000,1,1,626683,676818,589082,19774755,30,4920
61,2,-0.5,-1.5,-2,0.5,-0.5,1,2,2,38000000,2,31946076,2,1,418678,460546,376810,82949430,27,161
62,2,1,-0.5,-2,0.5,-0.5,1,-1.5,2,626000,-1.5,501000,-0.5,1,585526,620658,550394,69299487,9,3128
63,2,-0.5,-1.5,-2,0.5,-0.5,1,-1.5,2,165000,-1.5,205930,0.5,1,309553,362177,241451,19566596,35,5491
64,2,1,-0.5,-2,0.5,-0.5,1,-2,2,460000,-2,129466,1,1,604664,640944,574431,89473121,6,555
65,2,2,-0.5,-2,0.5,-0.5,1,-1.5,2,12500000,-1.5,340000,1,1,668866,722375,615357,89473302,6,896
66,2,-0.5,-1.5,-2,0.5,-0.5,1,2,2,0,2,0,0.5,1,275735,397058,220588,82957536,21,0
67,2,0.5,-0.5,-2,0.5,-0.5,1,-0.5,2,175000,-0.5,236793,0.5,1,460198,492412,418780,19842042,38,7374
68,2,0.5,-0.5,-2,0.5,-0.5,1,-2,2,0,-2,154912,0.5,1,347162,371463,322861,19841612,29,0
69,2,-0.5,-1.5,-2,0,0,1,1,2,1513500,1,1500000,2,0.5,817506,899257,752106,82949426,46,3240
70,2,-0.5,-1.5,-2,0,0,1,2,2,2350000,2,5067336,2,0.5,5434165,7879539,4075624,82952148,45,1883
71,2,-0.5,-1.5,-2,0,0,1,2,2,27600000,2,3003075,2,0.5,3003074,4594703,2072121,82948761,42,286
72,2,2,-0.5,-2,1.5,0,1,0.5,2,594000,0.5,741382,2,1,1362839,1540008,1158413,82960131,54,5231
73,2,-0.5,-1.5,-2,1.5,0,1,2,2,0,2,2218681,2,1,731888,966092,468408,82950902,50,0
74,2,2,-0.5,-2,1.5,0,1,2,2,0,2,12000000,2,1,1712665,2312098,1164612,82948780,51,0
75,2,-0.5,-0.5,-2,1.5,0,1,1.5,2,2575000,1.5,2679030,2,1,3208443,3625541,2791345,82962143,37,1373
76,2,0.5,-0.5,-2,1.5,0,1,2,2,787112,2,502000,0.5,1,550632,594683,506581,79844344,23,2617
77,2,1,-0.5,-2,2,0.5,2,-2,2,230000,-2,359625,-0.5,1,733931,770628,675217,15616720,26,9354
78,2,-0.5,-1.5,-2,-2,-1,0,2,1.5,2650000,2,3157451,2,0.5,3771972,4564086,2904418,82834683,54,4529
79,2,2,-0.5,-2,-2,-1,0,0.5,1.5,730000,0.5,630000,2,0.5,1096381,1282766,909996,82847508,55,3884
80,2,-0.5,-1.5,-2,-2,-1,0,-2,1.5,0,-2,0,2,0.5,192091,240114,136385,2115430169,60,0
81,2,-0.5,-0.5,-2,-2,-1,0,-0.5,1.5,165000,-0.5,165000,2,0.5,250855,285975,215735,24780170,104,637
82,2,2,-0.5,-2,-2,-1,0,1,1.5,665500,1,672486,2,0.5,1361746,1688565,1007692,82850458,66,744
83,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,238000,0.5,242352,1,0.5,382661,424754,332915,24801089,50,755
84,2,-0.5,-1.5,-2,-2,-1,0,2,1.5,2700000,2,2630000,1,0.5,2681795,2976792,1421351,82839819,94,3453
85,2,-0.5,-1.5,-2,-2,-1,0,1,1.5,500000,1,958182,1,0.5,684764,773783,582049,82837464,21,8813
86,2,-0.5,-1.5,-2,-2,-1,0,0,1.5,497500,0,247800,0.5,0.5,591991,680790,491353,82840033,57,643
87,2,2,-0.5,-2,-2,-1,0,1,1.5,0,1,1921197,2,0.5,1914395,3043888,1167781,82831014,54,0
88,2,-0.5,-0.5,-2,-2,-1,0,-2,1.5,0,-2,0,1,0.5,227802,280196,170851,2110151878,0,0
89,2,-0.5,-0.5,-2,-2,-1,0,0.5,1.5,0,0.5,845265,1,0.5,755186,868464,596597,82778042,84,0
90,2,1.5,-0.5,-2,-2,-1,0,-1.5,1.5,595000,-1.5,197675,1.5,0.5,460869,511565,419391,24740492,129,2632
91,2,2,-0.5,-2,-2,-1,0,-0.5,1.5,175000,-0.5,183440,1.5,0.5,370173,407190,333156,24740590,121,1618
92,2,-0.5,-1.5,-2,-2,-1,0,-2,1.5,0,-2,0,2,0.5,352943,402355,310590,2144406842,0,0
93,2,2,-0.5,-2,-2,-1,0,1,1.5,0,1,870693,2,0.5,2790832,3962981,1786132,82846464,92,0
94,2,1.5,-0.5,-2,-2,-1,0,1,1.5,311000,1,419547,-0.5,0.5,1143884,1292589,1018057,24746585,99,6678
95,2,2,-0.5,-2,-2,-1,0,0,1.5,147000,0,198037,2,0.5,1129334,1264854,993814,82850089,76,6506
96,2,-0.5,-1.5,-2,-2,-1,0,0.5,1.5,0,0.5,336089,2,0.5,497065,551742,432447,24815691,33,0
97,2,2,-1.5,-2,-2,-1,0,-0.5,1.5,1250000,-0.5,1070267,2,0.5,1234944,1407836,1074401,82850266,53,100
98,2,2,-0.5,-2,-2,-1,0,1,1.5,0,1,637542,2,0.5,1782599,2032163,1515209,111398280,52,0
99,2,2,-0.5,-2,-2,-1,0,1,1.5,0,1,461925,2,0.5,1781401,2084239,1496377,82846177,55,0
100,2,2,-0.5,-2,-2,-1,0,2,1.5,750000,2,2500000,-0.5,0.5,3082652,3514223,2620254,24787260,9,4595
101,2,2,-0.5,-2,-2,-1,0,2,1.5,0,2,436022,2,0.5,1317520,1699601,1027666,82833865,47,0
102,2,-0.5,-1.5,-2,1.5,0,1,-2,2,17500,-2,170235,0.5,0.5,269587,288458,248020,15624226,42,8651
103,2,-0.5,-0.5,-2,1.5,0,1,2,2,163000,2,150000,0.5,0.5,227069,245235,213445,15624002,42,4788
104,2,-0.5,-1.5,-2,1.5,0,1,2,2,118000,2,168693,0.5,0.5,266922,293614,218876,15623684,42,8155
105,-1.5,1.5,-0.5,-2,2,0.5,0.5,1,2,665000,1,379050,-0.5,0,629762,673845,585679,16150067,38,2701
106,-1.5,2,-0.5,-2,2,0.5,0.5,1.5,2,0,1.5,0,-0.5,0,716033,801957,622949,2122279442,62,0
107,2,2,-0.5,-2,-2,0,0.5,-0.5,2,436000,-0.5,564378,-0.5,0,902727,1011054,803427,16102617,16,5844
108,2,-0.5,-0.5,-2,1.5,0,1,-2,2,0,-2,0,2,0.5,486865,642662,360280,2108653949,0,0
109,2,-0.5,-1.5,-2,1.5,0,1,1,2,0,1,148401,2,0.5,1418547,1617144,1248321,82960463,57,0
110,2,0.5,-0.5,-2,-2,0,0.5,-2,2,157000,-2,199588,0.5,0,373678,392362,347521,16102143,35,5775
111,2,0.5,-0.5,-2,2,0.5,1.5,1,2,350000,1,395500,-0.5,0,572503,624028,532428,16151157,53,5173
112,2,0.5,-0.5,-2,2,0,1.5,-2,2,367500,-2,170000,2,1,409055,499047,343606,79533592,29,2365
113,2,-0.5,-0.5,-2,2,0,1.5,-2,2,380000,-2,165000,0.5,1,276631,304294,251734,79541747,28,2926
114,2,-0.5,-1.5,-2,2,0,1.5,-2,2,239000,-2,80000,0.5,1,181263,219328,146823,79534007,28,2814
115,2,2,-0.5,-2,2,0,1.5,2,2,0,2,9728851,2,1,9694416,10373025,8046365,82847349,46,0
116,2,-0.5,-1.5,-2,2,0.5,1.5,1,2,0,1,116670,2,0.5,1063156,1467155,818630,82848293,63,0
117,2,2,-0.5,-2,2,0.5,1.5,1,2,0,1,134916,2,0.5,1254098,1354426,1103606,82844738,67,0
118,2,1.5,-0.5,-2,2,0.5,1.5,0,2,0,0,283517,-0.5,0.5,642127,693497,603599,25066536,28,0
119,2,0,-0.5,-2,0.5,0,1.5,0.5,2,0,0.5,122891,-0.5,0.5,530682,583750,482921,24950520,42,0
120,2,2,-0.5,-2,1.5,-0.5,1,0.5,2,730000,0.5,946569,2,0.5,1459061,1721692,1269383,82948955,36,5872
121,2,2,-0.5,-2,1.5,-0.5,1,0.5,2,0,0.5,229922,2,0.5,1469048,1704096,1204619,82955841,51,0
122,2,2,-0.5,-2,1.5,-0.5,1,0.5,2,687500,0.5,875244,2,0.5,1528917,1911146,1192555,82952157,51,5438
123,2,1.5,-0.5,-2,2,1,2,-2,2,625000,-2,483500,2,0.5,686710,741647,638640,67698874,10,3457
124,2,0.5,-0.5,-2,2,1,2,-2,2,485000,-2,358000,2,0.5,624321,680510,574375,67705922,10,2222
125,2,0,-0.5,-2,2,-0.5,1,-0.5,2,718000,-0.5,248502,-0.5,0.5,676228,716802,628892,15456837,65,63
126,2,2,-0.5,-2,1.5,-0.5,1,1,2,1450000,1,1482000,-0.5,0.5,1471503,1765804,1177202,15563022,28,63
127,2,0.5,-0.5,-2,1.5,0,1,-0.5,2,680000,-0.5,179633,-0.5,0.5,569083,603228,529247,15499333,64,63
128,2,1.5,-0.5,-2,1.5,0,1,1,2,1865000,1,2279366,-0.5,1,1904880,2114417,1752490,15522391,65,63
129,2,1.5,-0.5,-2,1.5,0,1,0.5,2,685000,0.5,700000,-0.5,1,718113,833011,660664,15531147,59,63
130,2,0.5,-0.5,-2,1.5,-0.5,1,0.5,2,760000,0.5,89761,-0.5,0.5,687341,735455,625480,15486618,55,63
131,2,1.5,-0.5,-2,2,0.5,1.5,1,2,20500,1,167854,-0.5,1,1495587,1600278,1390896,15557579,55,15997
132,2,1.5,-0.5,-2,2,0.5,2,1.5,2,1360000,1.5,329127,-0.5,1,1842676,2119077,1603128,15610446,51,65
133,2,1.5,-0.5,-2,2,0.5,2,0.5,2,1460000,0.5,1326510,-0.5,1,1432702,1518664,1332413,15614127,45,65
134,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,1200000,0.5,768012,-0.5,1,987215,1115553,839133,15548971,58,65
135,1.5,-0.5,-0.5,-2,1,0.5,1,-0.5,2,250000,-0.5,49265,-0.5,0.5,473131,544101,416355,15469352,75,65
136,2,0.5,-0.5,-2,2,0.5,1.5,1,2,637500,1,1093828,-0.5,1,1178912,1461851,860606,15546164,50,66
137,2,1,-0.5,-2,2,-0.5,1,2,2,479000,2,299155,0.5,0.5,489259,513722,464796,15625253,29,66
138,-1.5,1,-0.5,-2,2,0.5,2,1.5,2,2328500,1.5,1957026,-0.5,0.5,2179599,2332171,2005231,15534578,55,69
139,-1.5,2,-0.5,-2,2,0.5,2,1.5,2,6500000,1.5,3200000,-0.5,0.5,3825620,4322951,3443058,15520405,55,69
140,2,0.5,-0.5,-2,2,0,1,1,2,1300000,1,150266,-0.5,0.5,1049321,1143760,944389,15511019,50,69
141,-1.5,1.5,-0.5,-2,2,0.5,2,1,2,2800000,1,1612122,-0.5,0.5,2707156,2923728,2436440,15522357,62,69
142,-2,0.5,-0.5,-2,2,1.5,1.5,0.5,2,726000,0.5,306430,-0.5,0.5,729256,765719,692793,15533623,41,69
143,1.5,0.5,-0.5,-2,2,0.5,1.5,-2,2,419000,-2,305532,-0.5,0.5,437488,468112,411239,15508350,44,69
144,1.5,-0.5,-0.5,-2,2,0.5,1.5,0.5,2,580000,0.5,60156,-0.5,0.5,550996,584056,523446,15506482,59,69
145,1.5,1.5,-0.5,-2,2,0.5,1.5,0.5,2,585000,0.5,310798,-0.5,0.5,660072,699676,627068,15507021,54,69
146,2,-0.5,-0.5,-2,1.5,-0.5,1,0.5,2,780000,0.5,570000,-0.5,0.5,780537,827369,741510,15592719,65,69
147,2,0.5,-0.5,-2,1.5,-0.5,1,1,2,1310000,1,276186,-0.5,0.5,1020562,1122618,928711,15592931,55,69
148,1.5,1,-0.5,-2,2,0.5,1.5,-0.5,2,720000,-0.5,337122,-0.5,0.5,727435,763807,691063,15474854,48,69
149,1.5,0.5,-0.5,-2,2,0.5,1.5,0.5,2,740000,0.5,647812,-0.5,0.5,720164,756172,684156,15478293,51,69
150,2,0.5,-0.5,-2,1.5,-0.5,1,0.5,2,605000,0.5,82993,-0.5,0.5,840610,916265,790173,15575438,62,69
151,2,-0.5,-1.5,-2,1.5,0,1,2,2,300000,2,230000,0.5,0.5,310948,348262,289182,15624008,42,69
152,2,0.5,-0.5,-2,1.5,0,1,0.5,2,785000,0.5,104368,-0.5,0.5,694653,729386,639081,15492649,51,69
153,2,-0.5,-0.5,-2,2,0.5,1.5,1,2,1058000,1,460308,-0.5,1,818411,957541,712018,15556699,88,69
154,2,1,-0.5,-2,1.5,0,1,-1.5,2,864000,-1.5,474855,-0.5,1,786144,825451,731114,119689932,2,69
155,2,1,-0.5,-2,1.5,0,1,-0.5,2,1065000,-0.5,840000,-0.5,1,935319,1010145,841787,15532311,37,69
156,2,-0.5,-0.5,-2,1.5,-0.5,1,0.5,2,640000,0.5,61482,-0.5,0.5,564624,592855,536393,15484933,69,69
157,2,1.5,-0.5,-2,1.5,-0.5,1,-0.5,2,660000,-0.5,83189,-0.5,0.5,588562,623876,559134,15606007,45,69
158,2,0.5,-0.5,-2,1.5,-0.5,1,0,2,741000,0,600000,-0.5,0.5,695888,751559,640217,15478600,62,69
159,2,0.5,-0.5,-2,1.5,-0.5,1,0.5,2,632000,0.5,87371,-0.5,0.5,598524,628450,550642,15485122,58,70
160,2,0.5,-0.5,-2,1.5,0,1,0.5,2,470000,0.5,316084,-0.5,1,714553,757426,664534,15531876,60,310
161,2,1,-0.5,-2,1.5,0,1,-2,2,0,-2,541371,0.5,1,642933,720085,591498,119689023,2,0
162,1.5,0.5,-0.5,-2,1,0.5,1,1.5,2,574500,1.5,567768,0.5,0.5,571819,606128,543228,55007665,14,70
163,1.5,2,-0.5,-2,1,0.5,1,0.5,2,937000,0.5,530451,-0.5,0.5,1068036,1270963,950552,15469531,34,70
164,2,-0.5,-0.5,-2,1.5,0,1,0.5,2,588000,0.5,396070,-0.5,0.5,516258,593697,423332,15501010,79,70
165,1.5,-0.5,-0.5,-2,2,0.5,1.5,0.5,2,645000,0.5,480000,-0.5,0.5,547867,580739,493080,15475340,66,70
166,2,1.5,-0.5,-2,2,0.5,2,0.5,2,1358000,0.5,700986,-0.5,1,1210822,1283471,1101848,15613389,33,70
167,2,-0.5,-0.5,-2,-1.5,-2,0.5,0,2,327000,0,270000,-0.5,1,383200,436848,341048,15585192,62,70
168,2,-0.5,-0.5,-2,-1.5,-2,0.5,0,2,410000,0,34334,-0.5,1,412634,441518,379623,15584867,62,70
169,2,-0.5,-0.5,-2,2,0.5,1.5,0.5,2,569000,0.5,590583,-0.5,0.5,556203,606261,511707,15569685,59,2717
170,2,0.5,-0.5,-2,1.5,-0.5,1,0,2,605000,0,119531,-0.5,0.5,616120,702377,536024,15565171,87,70
171,2,2,-0.5,-2,2,0.5,1.5,1,2,2575000,1,709607,-0.5,1,2783932,3257200,2422021,52393903,26,70
172,2,2,-0.5,-2,1.5,0,1,0.5,2,940000,0.5,802569,2,1,938104,985009,872437,15521623,87,70
173,2,1,-0.5,-2,1.5,0,1,-1.5,2,875000,-1.5,358824,-0.5,1,763176,816598,702122,15543084,40,70
174,2,-0.5,-0.5,-2,1.5,0,1,0,2,815000,0,76364,-0.5,1,733675,807042,667644,15538605,63,70
175,2,1,-0.5,-2,1.5,-0.5,1,1.5,2,1875000,1.5,587179,-0.5,0.5,1859963,2008760,1711166,15589839,31,71
176,2,1.5,-0.5,-2,1.5,-0.5,1,0.5,2,1558000,0.5,627308,-0.5,0.5,1378386,1447305,1309467,15577512,26,71
177,2,1.5,-0.5,-2,2,-0.5,1.5,0,2,840000,0,725000,-0.5,1,830260,896681,788747,15553393,58,71
178,2,0.5,-0.5,-2,2,-0.5,1,-0.5,2,735000,-0.5,152638,-0.5,0.5,654385,693648,595490,15473270,54,71
179,-1.5,1.5,-0.5,-2,2,0.5,2,1.5,2,2450000,1.5,239893,-0.5,0.5,2441365,2636674,2270469,15515815,73,71
180,2,-0.5,-0.5,-2,1.5,0,1,0,2,340000,0,99286,-0.5,0.5,292468,383133,216426,15488977,114,71
181,2,1,-0.5,-2,2,0.5,2,-2,2,813000,-2,758404,-0.5,1,779870,818863,740877,15616449,27,72
182,2,-0.5,-0.5,-2,2,-0.5,1,-0.5,2,592500,-0.5,270514,-0.5,0.5,549385,576854,516422,15471563,56,72
183,2,-0.5,-0.5,-2,1.5,-0.5,1,-0.5,2,500000,-0.5,158903,-0.5,0.5,530403,572835,493275,15486528,69,72
184,2,0.5,-0.5,-2,2,-0.5,1.5,0.5,2,695000,0.5,510000,-0.5,1,646118,678424,600890,15534459,42,72
185,-1.5,2,-0.5,-2,2,0.5,1.5,0.5,2,935000,0.5,655000,-0.5,0.5,865578,926168,804988,15552861,40,72
186,2,2,-0.5,-2,2,0.5,1.5,1,2,1450000,1,491444,-0.5,1,1203903,1312254,1035357,15557597,55,72
187,2,0.5,-0.5,-2,1.5,0,1,0.5,2,1150000,0.5,114386,-0.5,1,1179250,1250005,1108495,15541628,57,73
188,2,2,-0.5,-2,2,0.5,1.5,1,2,4830000,1,4926600,-0.5,0.5,6121089,6610776,5447769,15595447,8,73
189,2,1.5,-0.5,-2,2,-0.5,1,-1.5,2,588000,-1.5,410000,-0.5,0.5,570156,610067,524544,15461982,112,73
190,2,0.5,-0.5,-2,1.5,0,1,0,2,870000,0,99510,-0.5,0.5,851053,919137,791479,15498025,47,73
191,1.5,-0.5,-0.5,-2,2,0.5,1.5,0.5,2,500000,0.5,62071,-0.5,0.5,573506,602181,533361,15476203,58,73
192,1.5,-0.5,-0.5,-2,2,0.5,1.5,0.5,2,629000,0.5,475530,-0.5,0.5,584747,619832,549662,15493863,60,76
193,-1.5,2,-0.5,-2,2,0.5,2,2,2,3150000,2,1449310,-0.5,0.5,3169608,3549961,2820951,15517049,37,76
194,-1.5,2,-0.5,-2,2,0.5,2,2,2,4250000,2,2048754,-0.5,0.5,4351258,5090972,3611544,15517083,36,76
195,1.5,0.5,-0.5,-2,2,0.5,1.5,1,2,691000,1,600000,-0.5,0.5,663491,696666,630316,15507075,53,76
196,2,-0.5,-1.5,-2,1.5,0,1,2,2,310000,2,230000,0.5,0.5,280197,294207,263385,15624044,42,76
197,2,1.5,-0.5,-2,2,0,1,0.5,2,1450000,0.5,1091876,-0.5,0.5,1391240,1460802,1307766,15502383,18,76
198,2,0.5,-0.5,-2,2,0.5,1.5,-2,2,1160000,-2,675767,0.5,0.5,1133914,1247305,1043201,15600022,44,76
199,2,2,-0.5,-2,2,0.5,1.5,0.5,2,3050000,0.5,1200000,-0.5,0.5,2258195,2461433,2077539,15598409,0,76
200,2,2,-0.5,-2,1.5,0,1,0.5,2,2100000,0.5,1549333,-0.5,1,1738406,1894863,1616718,15521406,97,76
201,2,0.5,-0.5,-2,1.5,-0.5,1,1.5,2,1425000,1.5,1182000,-0.5,0.5,893134,1053898,768095,15590159,28,76
202,2,0,-0.5,-2,2,0.5,1.5,0.5,2,985000,0.5,761302,-0.5,1,966605,1072932,869945,15550766,61,76
203,2,-0.5,-0.5,-2,1.5,-0.5,1,0,2,750000,0,293250,-0.5,0.5,683462,724470,635620,15563473,71,76
204,2,0.5,-0.5,-2,2,0.5,1.5,0.5,2,980000,0.5,94339,-0.5,1,922187,995962,820746,15547445,67,76
205,2,1,-0.5,-2,1.5,0,1,0.5,2,1480000,0.5,1017620,-0.5,1,1207476,1291999,1038429,15537865,63,76
206,2,-0.5,-0.5,-2,2,0.5,1.5,0,2,775000,0,496255,-0.5,1,714209,764204,635646,15552108,74,77
207,-2,1,-0.5,-2,2,1.5,1.5,0,2,722000,0,518080,-0.5,0.5,756153,839330,718345,15534177,22,77
208,2,1.5,-0.5,-2,-1.5,-2,0.5,0.5,2,490000,0.5,257723,-0.5,1,918006,1074067,771125,15585660,67,77
209,2,0.5,-0.5,-2,2,-0.5,1.5,-0.5,2,710000,-0.5,600000,-0.5,1,643682,688740,592187,15552650,30,77
210,2,1,-0.5,-2,1.5,-0.5,1,-1.5,2,555000,-1.5,440000,1,0.5,559879,593472,531885,15487991,24,77
211,2,1,-0.5,-2,1.5,-0.5,1,0,2,766000,0,704036,-0.5,0.5,760337,866784,691907,15484048,6,77
212,2,1.5,-0.5,-2,1.5,-0.5,1,-0.5,2,665000,-0.5,342308,0.5,0.5,585350,632178,544375,15478398,30,78
213,2,0.5,-0.5,-2,1.5,-0.5,1,0,2,701000,0,115231,-0.5,0.5,688657,729976,640451,15487314,66,78
214,2,0.5,-0.5,-2,1.5,0,1,1,2,675000,1,320858,-0.5,0.5,790197,853413,734883,15490115,34,78
215,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,415000,0.5,352000,-0.5,-0.5,439783,466170,413396,94696488,6,2239
216,-0.5,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,541000,-0.5,349000,-0.5,-0.5,405371,429693,372941,72652981,8,2669
217,-0.5,2,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,709500,0.5,406714,-0.5,-0.5,504658,534937,474379,79574257,7,2631
218,2,2,-0.5,-1.5,1.5,-0.5,1,0.5,1.5,500000,0.5,431000,-0.5,1,503377,538613,478208,94702688,6,2085
219,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,290000,0,271000,-0.5,-0.5,377199,399831,350795,79581371,7,1645
220,2,1,-0.5,-1.5,1.5,-0.5,1,0.5,1.5,436000,0.5,360000,-0.5,1,485337,514457,451363,94698374,5,1570
221,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,317500,-0.5,330327,-0.5,-0.5,407457,431904,370786,72652980,8,1310
222,2,1.5,-0.5,-1.5,1.5,-0.5,1,0.5,1.5,412000,0.5,385000,-0.5,1,464505,501665,436635,94702647,6,1981
223,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,345000,0.5,344760,-0.5,-0.5,475158,503667,437145,94699262,7,759
224,-0.5,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,313000,-0.5,327317,-0.5,-0.5,408355,432856,383854,79581604,7,1871
225,2,1,-0.5,-1.5,1.5,-0.5,1,0.5,1.5,442000,0.5,428000,-0.5,1,461463,484536,429161,94699498,5,1575
226,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,300000,0,301000,-0.5,-0.5,379795,413977,349411,79579166,8,1528
227,-0.5,1,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,335000,0.5,348534,-0.5,-0.5,465685,502940,433087,72691077,7,1134
