v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24,v25
1933,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,910000,-1.5,922510,0.5,0,1023957,1228748,911322,67395008,10,218,1
1934,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1200000,-0.5,874140,-0.5,0,1239273,1387986,1090560,15101415,99,218,1
1935,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,835000,-1.5,270486,-0.5,0,843427,1003678,683176,15096366,74,222,1
1936,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,640000,-0.5,113130,-0.5,0,642199,706419,597245,15194374,114,222,1
1937,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,645000,-0.5,349342,-0.5,0,678195,766360,603594,15196012,64,222,1
1938,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1399000,-2,1378530,0.5,0,1333243,1546562,1133257,59700177,107,222,1
1939,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,905000,-0.5,73409,-0.5,0,937413,1134270,787427,15132027,60,222,0
1940,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,750000,-0.5,380419,-0.5,0,795545,883055,723946,15108591,73,222,1
1941,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,765000,-0.5,609986,0.5,0,750745,870864,675671,96051331,124,222,1
1942,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1461000,-0.5,723851,-0.5,0,1666988,1867027,1500289,15106200,25,222,1
1943,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,510000,-0.5,411126,-0.5,0,546416,622914,497239,15192620,76,222,1
1944,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,950000,-0.5,75565,-0.5,0,959619,1055581,806080,15104927,75,222,1
1945,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,867000,-0.5,77637,-0.5,0,695022,771474,590769,15118296,65,222,0
1946,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,2230000,-2,2091496,0.5,0,2284016,2626618,2055614,63196445,83,222,1
1947,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,800000,-2,0,0.5,0,733901,821969,631155,2112025184,22,222,1
1948,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,755000,-1.5,65970,-0.5,0,822272,962058,715377,15163024,39,222,1
1949,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2350000,-0.5,1833202,-0.5,0,2237011,2706783,1834349,15088955,101,222,0
1950,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,760000,-1.5,287338,-0.5,0,761157,844884,677430,15141338,98,222,1
1951,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,856000,-0.5,445572,-0.5,0,845609,904802,761048,15114648,74,222,1
1952,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,694500,-0.5,409081,-0.5,0,653835,719218,588452,15178306,90,222,1
1953,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,785000,-2,623468,0.5,0,808355,897274,711352,80732902,14,222,1
1954,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,695000,-0.5,404848,-0.5,0,533542,656257,442840,15193332,56,222,0
1955,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,870000,-0.5,74436,-0.5,0,768420,883683,660841,15117365,69,222,1
1956,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1500000,-0.5,574686,1.5,0,1461334,1738987,1154454,15181959,28,222,0
1957,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,900000,-2,775689,-0.5,0,961939,1163946,779171,79843557,106,222,1
1958,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,660000,-0.5,46106,-0.5,0,527563,590871,485358,15194080,86,222,0
1959,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,635100,-0.5,41978,-0.5,0,598667,658534,538800,15193559,74,222,1
1960,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,638000,-0.5,504265,-0.5,0,597889,675615,514185,15191267,90,222,1
1961,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,667699,954810,434004,2139750107,14,0,0
1962,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1500000,-0.5,735365,-0.5,0,1462453,1667196,1243085,15180066,114,222,1
1963,2,0.5,-0.5,-2,-2,-0.5,0.5,0,2,1300000,0,99390,-0.5,0,1200723,1332803,1020615,15112076,76,222,1
1964,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,580000,-0.5,43482,-0.5,0,622681,716083,566640,15167799,89,222,1
1965,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1475000,-0.5,1150000,-0.5,0,1348018,1496300,1253657,15117570,77,222,1
1966,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,750000,-0.5,680980,-0.5,0,782032,860235,696008,15107591,75,222,1
1967,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,880000,-2,734395,0.5,0,877873,948103,790086,15149418,19,223,1
1968,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1250000,-1.5,430530,-0.5,0,1227599,1350359,1068011,15090939,100,223,1
1969,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,450000,-0.5,404700,-0.5,0,472587,510394,444232,15175768,67,223,0
1970,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1360000,-0.5,607053,-0.5,0,1270144,1422561,1066921,15129606,131,223,1
1971,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,830000,-0.5,567880,-0.5,0,1010369,1131613,889125,15110951,75,223,1
1972,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,815000,-1.5,848958,-0.5,0,635133,717700,565268,15188248,88,223,1
1973,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,350000,-0.5,182309,-0.5,0,503614,579156,433108,15177927,90,223,1
1974,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,840000,-0.5,87573,-0.5,0,899444,1007377,809500,15099421,92,223,1
1975,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,3200000,-0.5,1245064,-0.5,0,3099313,3471231,2820375,15180074,105,223,1
1976,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,620000,-0.5,48108,-0.5,0,595219,678550,511888,15166756,86,223,1
1977,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1715000,-2,1483319,0.5,0,2124961,2422456,1721218,89239330,106,223,1
1978,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,300000,-0.5,550000,-0.5,0,628149,703527,565334,15169365,59,222,1
1979,2,2,-0.5,-2,-2,-0.5,0.5,0,2,5250000,0,4150048,-0.5,0,8804854,10037534,7484126,15072567,114,223,1
1980,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,725000,-0.5,51359,-0.5,0,664323,730755,597891,15155420,77,223,1
1981,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,920000,-2,806310,0.5,0,928664,1049390,798651,15111545,64,224,1
1982,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,915000,-2,860000,0.5,0,936501,1011421,824121,54854318,67,224,1
1983,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1228000,-1.5,873000,0.5,0,1165794,1282373,990925,54854327,63,224,1
1984,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,690000,-0.5,585480,-0.5,0,670508,750969,576637,15191412,52,224,1
1985,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,3150000,-0.5,2758069,-0.5,0,3215848,3762542,2733471,15069879,83,224,1
1986,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1550500,-2,1150000,0.5,0,1424835,1595815,1139868,79846444,108,224,1
1987,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,1730000,-2,1183000,0.5,0,1582318,1756373,1313324,69819108,124,224,1
1988,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,2200000,-1.5,739496,-0.5,0,1566659,1864324,1300327,15182329,114,224,1
1989,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,761000,-1.5,57927,-0.5,0,751373,818997,653695,15118882,63,224,1
1990,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1100100,-0.5,683511,0.5,0,1013945,1135618,861853,63197268,134,224,1
1991,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,480000,-0.5,108165,-0.5,0,591018,650120,520096,15192274,75,224,1
1992,2,0.5,-0.5,-2,-2,-0.5,0.5,0,2,1220000,0,91895,-0.5,0,1223968,1395324,1052612,15137342,72,225,1
1993,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,583000,-0.5,316754,-0.5,0,689870,745060,620883,15170880,109,225,1
1994,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,700000,-0.5,792361,-0.5,0,769818,900687,662043,15184768,110,3479,1
1995,2,1.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,700000,-1.5,295636,-0.5,0,1074761,1203732,902799,15163218,114,225,1
1996,2,0.5,-1.5,-2,-2,-0.5,0.5,0.5,2,985000,0.5,317620,-0.5,0,1032279,1187121,898083,15118187,69,225,0
1997,2,-0.5,-0.5,-2,-2,-0.5,0.5,0,2,649000,0,575478,-0.5,0,598860,682700,526997,15178454,101,225,1
1998,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,850000,-0.5,72002,-0.5,0,834134,909206,725697,15115812,73,225,1
1999,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1500000,-0.5,481329,-0.5,0,928817,1161021,743054,15144302,114,225,0
2000,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,705000,-2,445365,0.5,0,624050,723898,493000,79841267,114,225,1
2001,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1575000,-2,1489464,0.5,0,1371140,1535677,1179180,59700176,107,225,0
2002,2,1.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1289000,-1.5,181672,-0.5,0,1533007,1701638,1333716,15160867,1,225,1
2003,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,488000,-0.5,399996,-0.5,0,582085,646114,506414,15157135,97,225,0
2004,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,790000,-0.5,67290,-0.5,0,704885,768325,634397,15168449,55,226,1
2005,2,0.5,-0.5,-2,-2,-0.5,0.5,0.5,2,1030000,0.5,512162,-0.5,0,828969,911866,721203,15189919,90,226,1
2006,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,850000,-0.5,730000,-0.5,0,862107,991423,775896,15100245,89,226,1
2007,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1100000,-0.5,958924,-0.5,0,919478,1029815,790751,15130560,106,226,0
2008,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,663270,789291,543881,2121811537,18,0,0
2009,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,885000,-0.5,293754,-0.5,0,1103938,1291607,949387,15152415,114,226,1
2010,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,660000,-0.5,245571,-0.5,0,643019,700891,559427,15193218,74,229,1
2011,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,670000,-0.5,340534,-0.5,0,606164,678904,545548,15191352,85,229,1
2012,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2300000,-0.5,2234673,-0.5,0,2770321,3268979,2160850,15131884,98,229,1
2013,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1000000,-0.5,278172,-0.5,0,1255467,1506560,1092256,15127665,98,229,0
2014,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,379000,-0.5,179462,-0.5,0,449557,512495,404601,15173999,107,229,1
2015,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,450000,-0.5,48738,-0.5,0,482586,530845,429502,15156543,88,229,1
2016,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,2275000,-0.5,959996,-0.5,0,1610977,1804294,1417660,15091798,103,229,1
2017,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,3400100,-0.5,1045327,-0.5,0,2767628,3293477,2131074,15144261,114,229,1
2018,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,429000,-0.5,88684,-0.5,0,627383,734038,520728,15189795,91,229,1
2019,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,750000,-0.5,70598,-0.5,0,839273,965164,738560,15093636,89,229,1
2020,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,655000,-0.5,108782,-0.5,0,611717,691240,526077,15117177,67,229,0
2021,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,730000,-1.5,684961,-0.5,0,735774,809351,625408,15124408,63,229,1
2022,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,608000,-0.5,194439,1,0,585006,649357,508955,15187894,110,229,1
2023,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,788000,-0.5,465406,-0.5,0,765812,865368,681573,15121601,68,229,1
2024,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1550000,-0.5,1300000,-0.5,0,1496144,1615836,1331568,15129129,127,229,1
2025,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,705000,-1.5,63747,-0.5,0,541411,633451,465613,15172353,59,229,1
2026,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1050000,-2,1012260,0.5,0,1073585,1191679,966227,89239559,104,230,1
2027,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,590000,-0.5,145515,-0.5,0,542302,596532,498918,15158452,72,230,0
2028,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1255000,-0.5,845844,-0.5,0,1266072,1405340,1088822,15184667,102,230,1
2029,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,900000,-2,752182,0.5,0,893994,965514,795655,59700283,63,230,1
2030,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,790000,-1.5,71982,-0.5,0,786017,856759,683835,15118823,62,230,1
2031,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1675000,-0.5,1471534,-0.5,0,1619815,1846589,1425437,15130314,121,230,1
2032,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,880000,-0.5,701359,-0.5,0,883433,954108,795090,15109186,87,230,1
2033,2,1,-0.5,-2,-2,-0.5,0.5,-2,2,1622000,-2,869754,0.5,0,1389286,1611572,1180893,53153313,27,230,1
2034,2,1.5,-0.5,-2,-2,-0.5,0.5,2,2,990000,2,1004318,-0.5,0,1667783,1934628,1384260,15130211,35,230,1
2035,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,807000,-0.5,437000,-0.5,0,723649,810487,636811,15140906,89,230,0
2036,2,2,-0.5,-2,-2,-0.5,0.5,0.5,2,1380000,0.5,1309311,-0.5,0,2305654,2697615,1913693,15135627,87,230,1
2037,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,695000,-0.5,142516,-0.5,0,678055,759422,623811,15134279,70,231,1
2038,2,-0.5,-0.5,-2,-2,-0.5,0.5,0,2,952000,0,1046757,0.5,0,1233656,1517397,937579,15127470,114,231,1
2039,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1035000,-0.5,34472,-0.5,0,941239,1091837,818878,15150782,62,231,1
2040,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2150000,-0.5,2234673,-0.5,0,2441449,2807666,2099646,15092428,99,231,0
2041,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,711000,-0.5,598145,-0.5,0,685275,746950,616748,15174272,83,231,1
2042,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1815000,-0.5,483075,-0.5,0,1575207,1858744,1260166,15183585,101,231,1
2043,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1330500,-0.5,80447,-0.5,0,1019472,1162198,907330,15084171,74,231,1
2044,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1650000,-0.5,512177,-0.5,0,1737929,1929101,1546757,15144415,114,231,1
2045,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,510000,-1.5,19464,-0.5,0,780614,905512,679134,15163239,107,232,1
2046,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1140000,-1.5,1006393,-0.5,0,1198979,1354846,1067091,15149284,101,232,1
2047,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,865000,-2,854076,0.5,0,967876,1074342,851731,69819918,110,232,1
2048,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1340000,-0.5,1059000,0.5,0,1212006,1381687,1042325,53734169,16,232,1
2049,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2300000,-0.5,1156346,-0.5,0,2189529,2474168,1861100,15091494,114,232,1
2050,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1110000,-0.5,210689,-0.5,0,1099887,1264870,934904,15136064,74,232,1
2051,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,900000,-0.5,114214,1,0,790141,884958,687423,15197373,74,232,1
2052,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,750000,-0.5,119658,-0.5,0,665565,792022,585697,15117867,87,232,0
2053,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,728000,-2,535804,0.5,0,726351,806250,653716,15152797,30,232,1
2054,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,675000,-0.5,39443,-0.5,0,730104,825018,649793,15164258,107,232,1
2055,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,460000,-0.5,153375,-0.5,0,635875,731256,502341,15176000,68,232,1
2056,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,997000,-0.5,81564,-0.5,0,1043258,1210179,886769,15092022,108,285,1
2057,2,1.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,186000,-0.5,155392,2,0,1203789,1456585,963031,69820123,100,71,0
2058,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1245000,-0.5,306537,-0.5,0,1275043,1440799,1109287,15135404,52,285,1
2059,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,650500,-1.5,545079,2,0,636319,719040,553598,15163947,63,285,1
2060,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,905000,-0.5,135987,-0.5,0,776392,877323,667697,15119121,76,285,1
2061,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,500000,-0.5,296722,-0.5,0,507205,568070,451412,15194712,87,286,1
2062,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,690000,-0.5,44900,-0.5,0,543156,619198,477977,15168552,89,286,1
2063,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,616000,-2,642600,-0.5,0,685076,808390,630270,15121135,60,286,1
2064,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2015000,-0.5,713724,-0.5,0,2056518,2406126,1480693,53734547,14,286,1
2065,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,983608,1239346,786886,2108820631,0,0,0
2066,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1380000,-0.5,1300000,-0.5,0,1684646,1903650,1482488,15150907,102,286,1
2067,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1150000,-0.5,513164,-0.5,0,947358,1136830,757886,15111476,50,286,0
2068,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1738000,-0.5,428849,-0.5,0,1258170,1597876,968791,15090069,103,287,0
2069,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1480000,-0.5,1071611,-0.5,0,1432739,1618995,1217828,15160377,112,287,1
2070,2,1.5,-0.5,-2,-2,-0.5,0.5,0.5,2,2200000,0.5,1410350,-0.5,0,1877829,2215838,1577376,15145843,114,287,1
2071,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,900000,-0.5,763000,-0.5,0,849051,976409,755655,15123754,91,287,1
2072,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,720000,-0.5,421411,-0.5,0,710009,823610,610608,15165253,76,287,1
2073,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,840000,-0.5,312024,-0.5,0,849833,917820,756351,15141461,91,287,1
2074,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,730000,-0.5,769721,-0.5,0,749338,846752,666911,15139222,65,288,1
2075,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2430000,-0.5,945878,-0.5,0,2354936,2896571,1836850,15145239,107,288,0
2076,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,650000,-0.5,47042,-0.5,0,649619,688596,571665,15177552,89,288,1
2077,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,638000,-2,286976,-0.5,0,641485,718463,551677,15174443,70,288,1
2078,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,542000,-0.5,365720,-0.5,0,550323,610859,489787,15178016,91,288,1
2079,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,751000,-0.5,66908,-0.5,0,676390,757557,608751,15112815,71,288,1
2080,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1475000,-0.5,977716,-0.5,0,1510171,1661188,1359154,15160505,56,288,1
2081,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,870000,-0.5,69372,-0.5,0,665556,758734,612312,15117826,67,289,1
2082,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1050000,-0.5,985232,-0.5,0,1075271,1172045,946238,15101149,83,289,1
2083,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,650000,-0.5,53773,-0.5,0,595533,672952,530024,15191111,79,289,0
2084,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,950000,-0.5,99391,-0.5,0,887672,1020823,763398,15093529,62,289,1
2085,2,1.5,-0.5,-2,0.5,0,0.5,-1.5,2,580000,-1.5,305534,1,0.5,598163,657979,550310,24866815,44,36,1
2086,2,-0.5,-0.5,-2,0.5,0,0.5,0,2,900000,0,671000,-0.5,0.5,800943,849000,736868,24857650,86,36,0
2087,2,0.5,-0.5,-2,0.5,0,0.5,-0.5,2,615000,-0.5,510000,-0.5,0.5,562042,607005,488977,24862989,90,37,0
2088,2,0.5,-0.5,-2,0.5,0,0.5,0.5,2,850000,0.5,107516,-0.5,0.5,675988,736827,615149,88061654,56,37,1
2089,2,-0.5,-1.5,-2,0.5,0,0.5,0,2,315000,0,296514,-0.5,0.5,410350,455489,365211,24863920,94,37,0
2090,2,0.5,-0.5,-2,0.5,0,0.5,0.5,2,116500,0.5,653803,1.5,0.5,666113,739385,592841,24863814,118,40,0
2091,2,1.5,-0.5,-2,0.5,0,0.5,-0.5,2,880000,-0.5,754573,-0.5,0.5,827958,877635,778281,24869939,25,40,1
2092,2,0.5,-0.5,-2,0.5,0,0.5,0,2,730000,0,99950,-0.5,0.5,669940,723535,609645,24856426,49,40,0
2093,2,-0.5,-0.5,-2,0.5,0,0.5,-1.5,2,450000,-1.5,305904,-0.5,0.5,407530,448283,370852,24858175,104,41,1
2094,2,0.5,-0.5,-2,0.5,0,0.5,0.5,2,550000,0.5,413100,-0.5,0.5,453905,508374,403975,24864847,56,42,1
2095,2,0.5,-0.5,-2,0.5,0,0.5,-0.5,2,899000,-0.5,131149,-0.5,0.5,884099,928304,831053,24871721,29,43,0
2096,2,2,-0.5,-2,0.5,0,0.5,0.5,2,925000,0.5,860000,2,0.5,1113719,1202817,1035759,24860056,46,3747,0
2097,2,1,-0.5,-2,0.5,0,0.5,-1.5,2,570000,-1.5,109082,0.5,0.5,538271,565185,505975,24867431,43,47,1
2098,2,0.5,-0.5,-2,0.5,0,0.5,0.5,2,691000,0.5,92584,-0.5,0.5,642016,680537,590655,24866479,48,47,1
2099,2,0.5,-0.5,-2,0.5,0,0.5,0,2,765000,0,51966,-0.5,0.5,648328,719644,589978,24862205,122,49,1
2100,2,0.5,-0.5,-2,0.5,0,0.5,-2,2,0,-2,0,-0.5,0.5,465208,548945,395427,2109118519,29,0,0
2101,2,-0.5,-1.5,-2,0.5,0,0.5,-0.5,2,3012,-2,169669,1.5,0.5,564815,643889,491389,24860087,106,0,0
2102,2,-0.5,-0.5,-2,0.5,0,0.5,0.5,2,755000,0.5,264515,-0.5,0.5,609486,688719,511968,24860392,106,54,0
2103,2,1.5,-0.5,-2,0.5,0,0.5,0.5,2,1350000,0.5,652153,-0.5,0.5,936315,1039310,786505,24865528,35,54,1
2104,2,-0.5,-0.5,-2,0.5,0,0.5,0.5,2,579500,0.5,323260,-0.5,0.5,491955,531311,447679,24865107,64,54,1
2105,2,2,-0.5,-2,0.5,0,0.5,1,2,1082500,1,341640,2,0.5,1236214,1409284,1075506,82841060,114,57,0
2106,2,0.5,-0.5,-2,0.5,0,0.5,0,2,835000,0,750000,-0.5,0.5,867859,928609,798430,24857090,83,58,1
2107,2,1.5,-1.5,-2,0.5,0,0.5,-0.5,2,610000,-0.5,650000,-0.5,0.5,642024,712647,577822,24860750,94,61,1
2108,2,2,-1.5,-2,0.5,0,0.5,0.5,2,925000,0.5,347171,2,0.5,917499,1045949,853274,82836345,51,61,1
2109,2,0.5,-0.5,-2,0.5,0,0.5,0.5,2,726000,0.5,407147,-0.5,0.5,680420,782483,571553,24870664,34,63,0
2110,2,1,-0.5,-2,0.5,0,0.5,0.5,2,1101000,0.5,133099,-0.5,0.5,914323,969182,868607,24857541,86,65,1
2111,2,0,-0.5,-2,0.5,0,0.5,-1.5,2,520000,-1.5,218224,1,0.5,500415,545452,465386,24867044,40,68,1
2112,2,2,-0.5,-2,0.5,0,0.5,0.5,2,1200000,0.5,1085422,2,0.5,1469653,1822370,1205115,82848421,109,68,0
2113,2,-0.5,-0.5,-2,0.5,0,0.5,0.5,2,550000,0.5,75208,-0.5,0.5,580627,638690,528371,24862384,104,68,0
2114,2,-0.5,-1.5,-2,0.5,0,0.5,0.5,2,725000,0.5,376583,-0.5,0.5,784626,878781,698317,24870497,35,68,0
2115,2,0.5,-0.5,-2,0.5,0,0.5,-0.5,2,539500,-0.5,598000,-0.5,0.5,587454,652074,540458,24861263,119,69,0
2116,2,1.5,-0.5,-2,0.5,0,0.5,0,2,615000,0,316197,-0.5,0.5,769028,876692,676745,24869006,51,70,1
2117,2,1.5,-0.5,-2,0.5,0,0.5,0,2,905000,0,354395,-0.5,0.5,922238,977572,857681,24871065,26,70,1
2118,2,1.5,-0.5,-2,0.5,0,0.5,-0.5,2,930000,-0.5,333366,-0.5,0.5,902788,947927,839593,24858380,89,71,1
2119,2,1,-0.5,-2,0.5,0,0.5,-2,2,0,-2,0,1,0.5,587696,652343,505419,2109535284,0,0,0
2120,2,0.5,-0.5,-2,0.5,0,0.5,-1.5,2,470100,-1.5,362000,1,0.5,447537,501241,402783,24866931,44,71,0
2121,2,2,-0.5,-2,0.5,0,0.5,2,2,3400000,2,1650000,-0.5,0.5,3128336,4755071,2127268,58877752,104,71,1
2122,2,1.5,-0.5,-2,0.5,0,0.5,0.5,2,840000,0.5,954000,-0.5,0.5,1020858,1133152,898355,24872930,17,75,1
2123,2,0.5,-0.5,-2,0.5,0,0.5,0,2,700000,0,220009,-0.5,0.5,682488,743912,621064,24855922,58,76,1
