v1,v3,v4,v5,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v22,v23,v24,v25
1,2,0,-0.5,-2,-2,-0.5,0.5,-1.5,2,760000,-1.5,611592,-0.5,0,720550,893482,554823,15160881,97,40,0
2,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,823500,-0.5,358727,-0.5,0,741615,815776,660037,15104463,76,40,1
3,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,1425000,-0.5,792212,-0.5,0,1347280,1589790,1091297,15198731,51,40,0
4,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,1335000,-2,752722,0.5,0,1034969,1190214,848675,79843479,0,40,0
5,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,800000,-0.5,70685,-0.5,0,763167,847115,679219,15118985,66,40,1
6,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2490100,-0.5,1678164,-0.5,0,2044161,2330344,1737537,15131515,113,40,1
7,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1100000,-0.5,804217,0.5,0,880690,995180,775007,15150227,107,40,1
8,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,725000,-1.5,607968,-0.5,0,635731,699304,578515,15194673,85,40,1
9,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,895000,-0.5,542000,-0.5,0,713033,798597,620339,15191948,105,40,1
10,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,465000,-1.5,45686,-0.5,0,437555,498813,371922,15154039,60,40,1
11,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,601000,-0.5,550000,-0.5,0,627188,714994,533110,69817323,14,40,1
12,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,1250000,-1.5,308328,-0.5,0,892176,1034924,740506,15160830,28,40,0
13,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,680000,-0.5,343725,-0.5,0,599337,677251,533410,15174605,88,40,0
14,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,932000,-0.5,924794,-0.5,0,932838,1035450,802241,15096690,90,40,0
15,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,669500,-0.5,46143,-0.5,0,624445,699378,530778,15193328,67,40,1
16,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,914000,-0.5,245509,-0.5,0,434975,530670,352330,15190831,90,40,0
17,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,750000,-2,662188,0.5,0,752696,827966,654846,15082453,114,40,0
18,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,210074,0.5,0,605361,684058,532718,69819361,106,0,0
19,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1001000,-0.5,531628,-0.5,0,885088,982448,778877,15132454,58,41,1
20,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,820000,-0.5,70498,-0.5,0,745555,849933,678455,15167040,63,41,0
21,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,837000,-0.5,732435,-0.5,0,906632,1015428,806902,15136219,74,41,1
22,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1219000,-0.5,87571,-0.5,0,1060082,1229695,922271,15095247,99,41,1
23,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,723000,-0.5,48919,-0.5,0,598209,658030,538388,15191856,94,41,0
24,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,630000,-0.5,32785,-0.5,0,592091,657221,526961,15176582,106,41,1
25,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,850000,-2,711314,0.5,0,1086824,1293321,869459,111921706,0,41,1
26,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,715000,-0.5,820097,-0.5,0,690006,779707,607205,15157855,107,41,0
27,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,2375000,-0.5,234756,-0.5,0,1954964,2267758,1583521,15090236,102,41,0
28,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,383000,-0.5,353940,-0.5,0,512656,563922,471644,15168015,111,41,0
29,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1400000,-0.5,1062784,-0.5,0,1249823,1449795,1074848,15148863,88,42,1
30,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1140000,-2,585570,0.5,0,986497,1173931,828657,89237232,114,42,1
31,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,783000,-0.5,89447,-0.5,0,933817,1073890,840435,15126514,78,42,1
32,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1100000,-0.5,786803,-0.5,0,922393,1023856,784034,15117202,60,42,0
33,2,0,-0.5,-2,-2,-0.5,0.5,-0.5,2,1550000,-0.5,998176,0.5,0,1383183,1618324,1120378,15080086,87,42,0
34,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,734500,-1.5,734400,-0.5,0,1174352,1514914,857277,15181408,109,42,1
35,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,952000,-0.5,67120,-0.5,0,799747,871724,687782,15118156,78,42,0
36,2,1.5,-0.5,-2,-2,-0.5,0.5,0.5,2,3775000,0.5,1102145,-0.5,0,2612143,3839850,1906864,15182150,67,42,1
37,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,3102000,-0.5,2365080,-0.5,0,2686237,3169760,2148990,80748265,91,42,1
38,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,455000,-0.5,308352,-0.5,0,423409,503857,338727,15159573,114,42,0
39,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,1295000,-2,312952,2,0,1241647,1489976,1030567,64972358,0,42,1
40,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1550000,-0.5,878178,-0.5,0,1133126,1280432,985820,15162469,89,43,1
41,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,700000,-1.5,159054,-0.5,0,744113,811083,677143,15163221,114,43,0
42,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,700000,-0.5,111219,-0.5,0,813617,951932,740391,15120285,75,43,0
43,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,540000,-0.5,68410,-0.5,0,642503,738878,565403,15196109,96,43,1
44,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,705000,-0.5,54747,-0.5,0,785621,864183,722771,15137820,53,43,0
45,2,0.5,-0.5,-2,-2,-0.5,0.5,0,2,705000,0,62429,-0.5,0,618592,680451,531989,15157010,56,43,0
46,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1225000,-1.5,810106,-0.5,0,1080974,1199881,951257,15162298,104,43,1
47,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1122000,-0.5,83439,-0.5,0,983482,1071995,865464,15096449,95,43,1
48,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2200000,-0.5,1477367,-0.5,0,1625470,1804272,1300376,15199407,42,43,1
49,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1098000,-0.5,624447,-0.5,0,1005320,1125958,884682,15140829,97,43,0
50,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1250000,-0.5,975000,-0.5,0,1032857,1198114,929571,15134336,72,43,0
51,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,-0.5,0,1324976,1775468,874484,2130899304,102,0,0
52,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1534500,-2,1161038,0.5,0,1129172,1253381,971088,80740269,15,43,1
53,2,0.5,-0.5,-2,-2,-0.5,0.5,0,2,885000,0,760000,-0.5,0,849117,900064,781188,15190019,104,43,1
54,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1699000,-0.5,508969,-0.5,0,2049019,2438333,1659705,15084670,77,44,1
55,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,630000,-0.5,40481,-0.5,0,638491,702340,581027,15177355,98,44,1
56,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,550100,-1.5,338130,-0.5,0,485081,543291,422020,15172649,60,44,1
57,2,0.5,-1.5,-2,-2,-0.5,0.5,-2,2,1515000,-2,181138,1.5,0,1948690,2474836,1558952,15067776,106,47,0
58,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1492000,-1.5,53427,-0.5,0,2204434,2513055,1873769,15075738,114,47,1
59,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2750000,-0.5,2441463,-0.5,0,2822834,3443858,2145354,15070733,90,47,0
60,2,-0.5,-0.5,-2,-2,-0.5,0.5,0,2,700000,0,418200,-0.5,0,527533,596112,448403,15172292,92,47,1
61,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1010000,-0.5,861807,-0.5,0,923439,1015783,821861,15197940,64,47,1
62,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2308000,-0.5,1733300,1,0,1899397,2089337,1652475,15143629,112,47,1
63,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,892000,-0.5,680000,-0.5,0,677705,786138,576049,15110028,70,47,1
64,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1360000,-1.5,1040514,-0.5,0,1047779,1204946,869657,15161442,85,47,0
65,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,696569,912505,515461,2109113075,0,0,0
66,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1485000,-0.5,1153054,-0.5,0,1425770,1582605,1254678,15184392,105,47,0
67,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,649500,-0.5,41788,-0.5,0,605214,653631,562849,15178918,90,47,0
68,2,1,-0.5,-2,-2,-0.5,0.5,-1.5,2,1327000,-1.5,802433,-0.5,0,1094709,1215127,963344,15078198,73,47,1
69,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1729000,-0.5,981656,-0.5,0,1686048,1972676,1348838,15085118,114,47,0
70,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1595000,-0.5,1049913,-0.5,0,1231727,1367217,1071602,15097348,85,47,1
71,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,784000,-0.5,80606,-0.5,0,664903,731393,605062,15155050,49,47,1
72,2,0.5,-0.5,-2,-2,-0.5,0.5,0.5,2,1000000,0.5,381850,0.5,0,847888,924198,729184,96021824,117,48,1
73,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,450000,-0.5,112528,-0.5,0,499114,539043,459185,15195564,68,48,0
74,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1406000,-0.5,852697,-0.5,0,1219048,1353143,1072762,15184509,32,48,1
75,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1400000,-2,1375304,0.5,0,1302376,1640994,1067948,15072895,106,48,0
76,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,774500,-0.5,154656,0.5,0,718932,805204,654228,96013530,99,48,0
77,2,1.5,-0.5,-2,-2,-0.5,0.5,0,2,1910000,0,1546142,-0.5,0,1745401,2024665,1483591,15136711,87,48,1
78,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1144000,-1.5,385025,-0.5,0,900485,1026553,747403,15162592,89,48,1
79,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1255000,-0.5,160910,-0.5,0,1115100,1182006,1025892,15164332,108,48,1
80,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,740000,-0.5,242911,-0.5,0,845051,954908,726744,15150277,114,48,1
81,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,700000,-0.5,333587,-0.5,0,516940,568634,470415,15168211,61,48,1
82,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,695000,-0.5,56113,-0.5,0,691091,774022,621982,15116587,69,49,1
83,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,570000,-2,1132639,1.5,0,1432408,1661593,1231871,96015573,114,1983,1
84,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,2600000,-0.5,2639479,-0.5,0,2258576,2439262,2010133,15129144,85,49,1
85,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,750000,-0.5,326460,-0.5,0,686162,789086,631269,15108474,74,49,0
86,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,2100000,-0.5,400826,-0.5,0,1815578,1997136,1579553,15143656,106,49,1
87,2,0,-0.5,-2,-2,-0.5,0.5,-0.5,2,775000,-0.5,164925,-0.5,0,433519,528893,351150,15171922,67,49,0
88,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,819000,-2,608000,0.5,0,775337,868377,682297,114315854,105,49,0
89,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1600000,-1.5,540600,-0.5,0,1084530,1268900,911005,15162326,107,49,1
90,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,3900000,-0.5,2749075,-0.5,0,3622762,4311087,3188031,15064556,63,49,0
91,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2315000,-0.5,1411367,-0.5,0,1812642,2102665,1522619,15180202,114,49,1
92,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,710000,-0.5,44039,-0.5,0,590554,655515,496065,15193551,74,49,1
93,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,950000,-2,804560,0.5,0,892815,1008881,767821,61288394,106,50,0
94,2,0,-0.5,-2,-2,-0.5,0.5,-1.5,2,1265000,-1.5,909996,-0.5,0,966495,1150129,734536,15160331,74,50,0
95,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,1220000,-2,877200,0.5,0,1122959,1246484,988204,54854526,107,54,1
96,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,975000,-0.5,1023994,-0.5,0,826556,934008,719104,15134922,67,54,0
97,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1252500,-2,829160,0.5,0,962889,1107322,818456,15149479,80,54,1
98,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2699000,-0.5,1540000,-0.5,0,2338692,2642722,2104823,15087055,114,54,1
99,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1700000,-0.5,555123,-0.5,0,1438736,1697708,1150989,15084892,114,54,1
100,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,2500000,-0.5,887325,-0.5,0,3545955,4148767,3014062,15064529,101,54,1
101,2,-0.5,-1.5,-2,-2,-0.5,0.5,-1.5,2,1500000,-1.5,258752,-0.5,0,1099456,1220396,868570,15162461,114,54,1
102,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,3300000,-0.5,158608,-0.5,0,3091841,3617454,2257044,15070489,65,54,0
103,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,935000,-0.5,713793,-0.5,0,846619,905882,745025,15112639,73,54,1
104,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,785000,-0.5,601000,-0.5,0,760834,829309,654317,15117217,67,54,1
105,2,2,-0.5,-2,-2,-0.5,0.5,-1.5,2,1689000,-1.5,1462258,-0.5,0,1303203,1459587,1146819,79843719,0,54,1
106,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,575000,-0.5,39729,-0.5,0,519062,586540,456775,15172642,60,54,1
107,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,830000,-0.5,73693,-0.5,0,841202,942146,748670,15112287,87,54,1
108,2,2,-0.5,-2,-2,-0.5,0.5,0.5,2,4050000,0.5,198891,-0.5,0,4202972,5085596,3404407,15082784,99,54,0
109,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2000000,-0.5,1633583,0.5,0,1941827,2174846,1669971,15082474,41,54,0
110,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1450000,-1.5,138821,-0.5,0,1100249,1298294,891202,15162312,81,54,1
111,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2250000,-0.5,430793,-0.5,0,1956466,2328195,1565173,15085044,109,54,1
112,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,762000,-0.5,59030,-0.5,0,712808,819729,613015,15141228,76,54,1
113,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,870000,-0.5,60000,-0.5,0,895389,1011790,787942,15122818,88,54,1
114,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,901000,-0.5,65594,-0.5,0,773848,874448,665509,15096943,94,54,1
115,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2458000,-0.5,82722,-0.5,0,1857452,2098921,1504536,15200083,47,54,1
116,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,690000,-2,63933,1,0,647764,731973,589465,15105345,71,54,0
117,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,975000,-2,364236,0.5,0,803500,875815,666905,15149370,19,55,1
118,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,575000,-0.5,45732,-0.5,0,532430,575024,484511,15190910,69,55,1
119,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,535000,-0.5,467860,-0.5,0,649403,779284,577969,15192010,114,55,0
120,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,975000,-0.5,400392,-0.5,0,826583,934039,694330,15137001,75,55,0
121,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,925000,-0.5,83829,-0.5,0,885363,1027021,761412,15129013,54,55,1
122,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,350000,-0.5,364000,-0.5,0,461998,568258,388078,15158866,107,55,0
123,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,2137000,-2,1466180,0.5,0,1669261,1886265,1418872,114316522,114,56,0
124,2,1.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,966500,-0.5,137920,2,0,1029033,1162807,874678,15150916,108,56,0
125,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,900000,-0.5,739500,-0.5,0,894787,1073744,751621,15093470,92,56,1
126,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1250000,-2,652734,0.5,0,1144599,1373519,812665,69819013,114,56,1
127,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1175000,-0.5,805800,-0.5,0,1077779,1164001,980779,15101655,88,56,1
128,2,2,-0.5,-2,-2,-0.5,0.5,0.5,2,2400000,0.5,1534387,-0.5,0,2562775,3049702,2075848,15135252,37,187,1
129,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2300000,-0.5,1736980,-0.5,0,2595973,3037288,2128698,15130449,113,56,1
130,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1085000,-1.5,888501,-0.5,0,1101706,1277979,969501,15184358,108,57,0
131,2,0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,1105000,-1.5,795734,-0.5,0,850386,1020463,697317,15161879,112,57,1
132,2,1.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1285000,-0.5,690263,-0.5,0,1285031,1464935,1182229,15134314,76,57,0
133,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1465000,-0.5,1020000,0.5,0,2037722,2710170,1283765,15082432,110,57,0
134,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,585000,-0.5,449867,-0.5,0,485838,544139,451829,15173026,106,57,1
135,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,903000,-0.5,214559,-0.5,0,858024,935246,772222,15117980,88,57,1
136,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1005000,-0.5,71627,-0.5,0,810402,915754,680738,15096226,88,57,0
137,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,596500,-1.5,117815,-0.5,0,582368,640605,524131,15193582,57,57,1
138,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1600000,-0.5,750000,-0.5,0,1137781,1297070,1001247,15137752,72,57,1
139,2,-0.5,-0.5,-2,-2,-0.5,0.5,0,2,950000,0,674732,-0.5,0,1054421,1318026,769727,15085888,106,57,1
140,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,975000,-0.5,635072,0.5,0,817292,907194,727390,53153470,114,57,1
141,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,1400000,-2,1037748,0.5,0,1291379,1446344,1136414,82786404,105,57,0
142,2,1.5,-0.5,-2,-2,-0.5,0.5,-2,2,1680000,-2,1120454,0.5,0,2231630,2633323,1852253,15082594,104,57,1
143,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,475000,-2,349295,0.5,0,557891,647154,513260,15176856,51,57,0
144,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1075000,-0.5,483075,-0.5,0,958386,1082976,843380,15197447,64,58,1
145,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,715000,-0.5,411985,0.5,0,712456,790826,655460,15083677,119,58,0
146,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1900000,-0.5,72558,-0.5,0,1221582,1417035,1050561,15095502,100,58,1
147,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,450000,-0.5,330831,-0.5,0,528959,603013,491932,15188805,78,58,0
148,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1125000,-2,73312,-0.5,0,1159031,1402428,950405,15066592,108,61,0
149,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,1000000,-2,153508,0.5,0,870411,1027085,748553,89237802,114,61,0
150,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,2150000,-0.5,1469576,-0.5,0,1930176,2354815,1428330,15131512,116,61,1
151,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,442000,-2,389876,0.5,0,388025,426827,349223,15177783,20,61,1
152,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,640000,-0.5,45732,-0.5,0,547791,608048,476578,15190908,69,61,1
153,2,1.5,-0.5,-2,-2,-0.5,0.5,0,2,1520000,0,158466,-0.5,0,1389373,1486629,1222648,15198021,62,61,1
154,2,0.5,-0.5,-2,-2,-0.5,0.5,1,2,666500,1,670002,-0.5,0,1198490,1390248,1006732,15096065,104,61,1
155,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,830000,-0.5,69152,-0.5,0,815934,889368,734341,15110515,73,61,1
156,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1011000,-2,746000,0.5,0,865401,943287,752899,61288367,106,61,1
157,2,-0.5,-1.5,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,1814164,2195138,1378765,2108820623,0,0,0
158,2,2,-0.5,-2,-2,-0.5,0.5,-2,2,1725000,-2,1297392,0.5,0,1551938,1815767,1226031,54854475,81,61,1
159,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,960000,-0.5,91510,-0.5,0,1066757,1258773,928079,15097174,99,61,1
160,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1430000,-2,1075000,0.5,0,1126545,1295527,923767,89238424,108,61,1
161,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,625000,-0.5,301214,1,0,655721,773751,557363,15101096,93,62,0
162,2,-0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1250000,-2,476033,-0.5,0,958639,1054503,824430,15084474,77,62,1
163,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1020000,-0.5,643654,-0.5,0,874265,996662,795581,15136202,55,62,1
164,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1266500,-2,810000,-0.5,0,888079,1056814,790390,15141697,60,62,0
165,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,500000,-0.5,309225,-0.5,0,446187,477420,406030,15153644,114,62,1
166,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,915000,-0.5,168200,2,0,825451,982287,718142,15184734,107,62,1
167,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,475000,-0.5,56053,-0.5,0,779018,911451,708906,15123667,104,63,0
168,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1200000,-0.5,91888,-0.5,0,982829,1100768,845233,15196382,82,63,1
169,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,635000,-0.5,572220,-0.5,0,772816,842369,680078,15157788,64,63,1
170,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1700000,-0.5,1792652,2,0,1739762,2052919,1461400,15089629,105,63,1
171,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,949000,-0.5,32972,-0.5,0,1117669,1341203,927665,15150464,84,63,1
172,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,2040100,-0.5,68457,-0.5,0,1649610,1864059,1369176,15145991,114,63,1
173,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,475000,-0.5,57178,-0.5,0,792934,919803,729499,15123532,108,63,0
174,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,536000,-0.5,41603,-0.5,0,449082,547880,332321,15192923,66,63,0
175,2,1,-0.5,-2,-2,-0.5,0.5,-0.5,2,125000,-0.5,708000,-0.5,0,840927,975475,706379,15196832,75,63,1
176,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,725000,-0.5,122475,-0.5,0,717794,803929,631659,15178062,99,63,0
177,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1160000,-0.5,634242,-0.5,0,1086624,1227885,956229,15096676,93,64,1
178,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1735000,-2,1554967,0.5,0,1666054,1865980,1516109,15081931,111,64,1
179,2,-0.5,-0.5,-2,-2,-0.5,0.5,-1.5,2,820000,-1.5,54928,-0.5,0,632327,708206,569094,15117104,67,64,1
180,2,0,-0.5,-2,-2,-0.5,0.5,-2,2,1350000,-2,1057141,0.5,0,1060224,1219258,922395,79842964,104,64,1
181,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,985000,-0.5,627446,-0.5,0,782095,836842,688244,15190601,91,64,1
182,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,891000,-0.5,89830,-0.5,0,733390,806729,586712,15136213,74,65,1
183,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,553500,-0.5,108965,-0.5,0,520110,577322,468099,15178421,64,65,0
184,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1350000,-2,640802,0.5,0,1018470,1201795,855515,82785826,102,65,1
185,2,-0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,655500,-0.5,118532,-0.5,0,599333,647280,521420,15178264,89,68,1
186,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1075000,-0.5,658628,-0.5,0,907147,1025076,780146,15164960,87,68,1
187,2,-0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,375000,-0.5,530436,-0.5,0,868523,1033542,764300,15123084,88,68,0
188,2,0.5,-0.5,-2,-2,-0.5,0.5,-2,2,1285000,-2,880000,0.5,0,1146091,1295083,1020021,15086353,15,68,1
189,2,0.5,-0.5,-2,-2,-0.5,0.5,-0.5,2,1410000,-0.5,1060800,-0.5,0,1163234,1326087,1012014,15151521,107,68,1
190,2,2,-0.5,-2,-2,-0.5,0.5,-0.5,2,1200000,-0.5,1164152,-0.5,0,1110532,1243796,977268,15099399,93,68,1
191,2,0.5,-1.5,-2,-2,-0.5,0.5,-0.5,2,1320000,-0.5,130166,-0.5,0,1081779,1233228,908694,15149916,90,68,1
